date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:37:36	755/755	---M-Z	200	added ('OK')	application/javascript	etag:%222f3-55734bc910f21-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/skip-link-focus-fix.js?ver=1.0.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/skip-link-focus-fix8a54.js	(from http://sfd.linuxaccra.org/)
16:37:38	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%22576-541f8014be840-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/wp-embed.min.js?ver=4.8.10	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/wp-embed.min5111.js	(from http://sfd.linuxaccra.org/)
16:37:40	14934/14934	---M-Z	200	added ('OK')	application/javascript	etag:%223a56-5575dcc785c81-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/intergeo-maps/js/rendering.js?ver=2.1.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/intergeo-maps/js/rendering4c71.js	(from http://sfd.linuxaccra.org/)
16:37:42	25/25	---M--	200	added ('OK')	text/plain	etag:%224e536a-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from http://sfd.linuxaccra.org/)
16:37:44	2067/2067	---M--	200	added ('OK')	text/css	etag:%225a6f7b-813-3ef0a663b3680%22	http://gmpg.org/xfn/default.css	/home/ignis/public_html/laug/sfd17/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
16:37:48	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202019%2016:37:43%20GMT	http://gmpg.org/xfn/.	/home/ignis/public_html/laug/sfd17/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
16:37:52	16269/16269	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202019%2016:37:45%20GMT	http://gmpg.org/xfn/intro	/home/ignis/public_html/laug/sfd17/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
16:37:52	7342/7342	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202019%2016:37:47%20GMT	http://gmpg.org/xfn/faq	/home/ignis/public_html/laug/sfd17/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
16:37:52	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2014%20Sep%202019%2016:37:51%20GMT	http://fonts.googleapis.com/robots.txt		(from http://sfd.linuxaccra.org/)
16:37:54	75/75	---M--	200	added ('OK')	text/plain	date:Thu,%2031%20Jan%202019%2023:10:30%20GMT	http://s.w.org/robots.txt		(from http://sfd.linuxaccra.org/)
16:37:56	828/828	---M-Z	200	added ('OK')	application/rss+xml	etag:%22020296a623067dd5dcfae9556eaff212-gzip%22	http://sfd.linuxaccra.org/feed/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/feed/index.html	(from http://sfd.linuxaccra.org/)
16:37:56	11664/11664	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/frontend/A.plugins.css,qver=1.3.4.pagespeed.cf.mJ-V2Ncs3o.css	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/frontend/A.plugins.css,qver=1.3.4.pagespeed.cf.mJ-V2Ncs3o.css	(from http://sfd.linuxaccra.org/home/contact/)
16:37:58	4388/4388	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/llorix-one-companion/css/A.style.css,qver=4.8.10.pagespeed.cf.12utwNOLvy.css	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/llorix-one-companion/css/A.style.css,qver=4.8.10.pagespeed.cf.12utwNOLvy.css	(from http://sfd.linuxaccra.org/home/contact/)
16:38:00	28867/28867	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/A.font-awesome.min.css,qver=4.4.0.pagespeed.cf.rcW3LzkEVI.css	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/A.font-awesome.min.css,qver=4.4.0.pagespeed.cf.rcW3LzkEVI.css	(from http://sfd.linuxaccra.org/home/contact/)
16:38:02	103560/103560	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/A.bootstrap.min.css,qver=3.3.1.pagespeed.cf.qdV-5M41Oq.css	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/A.bootstrap.min.css,qver=3.3.1.pagespeed.cf.qdV-5M41Oq.css	(from http://sfd.linuxaccra.org/home/contact/)
16:38:04	93195/93195	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/A.style.css,qver=1.0.0.pagespeed.cf.Y9bCvonNEp.css	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/A.style.css,qver=1.0.0.pagespeed.cf.Y9bCvonNEp.css	(from http://sfd.linuxaccra.org/home/contact/)
16:38:12	96779/96779	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	(from http://sfd.linuxaccra.org/home/contact/)
16:38:12	57414/57414	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_live-composer-page-builder,_js,_frontend,_plugins.js,qver==1.3.4.pagespeed.jc.KPd84DFACQ.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_live-composer-page-builder,_js,_frontend,_plugins.js,qver==1.3.4.pagespeed.jc.KPd84DFACQ.js	(from http://sfd.linuxaccra.org/home/contact/)
16:38:12	2191/2191	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:48:34%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2Fhome%2Fcontact%2F	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embedd3fa.json	(from http://sfd.linuxaccra.org/home/contact/)
16:38:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2016:48:38%20GMT	http://sfd.linuxaccra.org/?p=222	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/indexb4c1.html	(from http://sfd.linuxaccra.org/home/contact/)
16:38:14	2271/2271	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2016:48:38%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2Fhome%2Fcontact%2F&format=xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embed61b4	(from http://sfd.linuxaccra.org/home/contact/)
16:38:16	729918/729918	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/DSC_mini.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/DSC_mini.jpg	(from http://sfd.linuxaccra.org/)
16:38:16	62803/62803	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins,_live-composer-page-builder,_js,_frontend,_main.js,qver==1.3.4+themes,_llorix-one-lite,_js,_vendor,_bootstrap.min.js,qver==3.3.7.pagespeed.jc.gtSssQ4hOH.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins,_live-composer-page-builder,_js,_frontend,_main.js,qver==1.3.4+themes,_llorix-one-lite,_js,_vendor,_bootstrap.min.js,qver==3.3.7.pagespeed.jc.gtSssQ4hOH.js	(from http://sfd.linuxaccra.org/home/contact/)
16:38:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:48:40%20GMT	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js?ver=1.12.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jqueryb8ff.js	(from http://sfd.linuxaccra.org/)
16:38:20	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:48:43%20GMT	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://sfd.linuxaccra.org/)
16:38:20	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:48:44%20GMT	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/plugins.js?ver=1.3.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/pluginsc412.js	(from http://sfd.linuxaccra.org/)
16:38:29	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210d0b-557f377f84e41%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.eot?v=4.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont047b.eot	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:38:31	53038/-1	---M--	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:48:46%20GMT	http://sfd.linuxaccra.org/wp-json/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/index.html	(from http://sfd.linuxaccra.org/)
16:38:34	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210d0b-557f377f84e41%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.eot?	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfontd41d.eot	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:38:36	743058/743058	---M--	200	added ('OK')	image/jpeg	etag:%22b5692-55734bc914da1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/parallax-img1.jpg	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/parallax-img1.jpg	(from http://sfd.linuxaccra.org/)
16:38:42	355981/355981	---M--	200	added ('OK')	image/svg+xml	etag:%2256e8d-557f377f84e41%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.svg	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.svg	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:38:44	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:02%20GMT	http://sfd.linuxaccra.org/xmlrpc.php?rsd	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/xmlrpc0db0.php	(from http://sfd.linuxaccra.org/)
16:38:44	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:08%20GMT	http://sfd.linuxaccra.org/wp-includes/wlwmanifest.xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/wlwmanifest.xml	(from http://sfd.linuxaccra.org/)
16:38:46	2164/2164	UR-MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:49:10%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2F	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embedd2e4.json	(from http://sfd.linuxaccra.org/)
16:38:46	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:11%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2F&format=xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embed43df	(from http://sfd.linuxaccra.org/)
16:38:47	81284/81284	---M--	200	added ('OK')	application/font-woff	etag:%2213d84-557f377f84e41%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.woff?v=4.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont047b.woff	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:38:47	29878/29878	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/laug-bigger.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laug-bigger.jpg	(from http://sfd.linuxaccra.org/)
16:38:48	88194/88194	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/08/Coat_of_arms_of_Ghana-300x250.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/Coat_of_arms_of_Ghana-300x250.png	(from http://sfd.linuxaccra.org/)
16:38:48	16578/16578	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/08/logo.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/logo.png	(from http://sfd.linuxaccra.org/)
16:38:49	19145/19145	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/laug-bigger-286x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laug-bigger-286x300.jpg	(from http://sfd.linuxaccra.org/)
16:38:49	19704/19704	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/08/aiti-300x80.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/aiti-300x80.png	(from http://sfd.linuxaccra.org/)
16:38:49	19226/19226	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202019%2016:49:12%20GMT	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/frontend/AjaxLoader.gif	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/frontend/AjaxLoader.63.delayed	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/frontend/plugins.css?ver=1.3.4)
16:38:50	8438/8438	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/delaphone-dark-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/delaphone-dark-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:38:50	11511/11511	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/09/innoverex-300x125.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/innoverex-300x125.jpg	(from http://sfd.linuxaccra.org/)
16:38:50	24447/24447	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/08/stevdoklogo-174x300.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/stevdoklogo-174x300.png	(from http://sfd.linuxaccra.org/)
16:38:51	59594/59594	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/08/inna_logo_1-copy-298x300.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/inna_logo_1-copy-298x300.png	(from http://sfd.linuxaccra.org/)
16:38:51	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:16%20GMT	http://52.56.219.127/wp-content/uploads/2017/09/div-300x128.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/div-300x128.jpg	(from http://sfd.linuxaccra.org/)
16:38:51	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:16%20GMT	http://52.56.219.127/wp-content/uploads/2017/09/econsultx-300x111.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/econsultx-300x111.jpg	(from http://sfd.linuxaccra.org/)
16:38:52	8177/8177	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/agile-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/agile-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:38:53	138204/138204	---M--	200	added ('OK')	application/x-font-ttf	etag:%2221bdc-557f377f84e41%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.ttf?v=4.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont047b.ttf	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:38:53	29933/29933	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/09/AFRI-ODIRF-LOGO-300x135.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/AFRI-ODIRF-LOGO-300x135.png	(from http://sfd.linuxaccra.org/)
16:38:53	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:18%20GMT	http://52.56.219.127/wp-content/uploads/2017/09/WhatsApp-Image-2017-09-12-at-10.29.29-300x214.jpeg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/WhatsApp-Image-2017-09-12-at-10.29.29-300x214.jpg	(from http://sfd.linuxaccra.org/)
16:38:54	13818/13818	URF---	200	added ('OK%20(cached)')	image/png		http://52.56.219.127/wp-content/uploads/2017/09/OFWA-Logo-1-300x119.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/OFWA-Logo-1-300x119.png	(from http://sfd.linuxaccra.org/)
16:38:55	49908/49908	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/08/laugmeeting3.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laugmeeting3.jpg	(from http://sfd.linuxaccra.org/)
16:38:57	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-55734bc910f21%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.woff2?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.html	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:05	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-55734bc911ec1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.eot?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.eot	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:09	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-55734bc911ec1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.eot?	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfontd41d.eot	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:16	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-55734bc911ec1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.svg?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.svg	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:18	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%221612c-55734bc911ec1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.woff?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.woff	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:18	17902/17902	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/09/mawutor_cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/mawutor_cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:39:20	8340/8340	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/09/wisdom_donkor_cropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/wisdom_donkor_cropped.jpg	(from http://sfd.linuxaccra.org/)
16:39:20	166/166	---M--	200	added ('OK')	image/png	etag:%22a6-55734bc914da1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/tr-btn.png	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/tr-btn.png	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/style.css?ver=1.0.0)
16:39:22	19382/19382	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/09/nanaFosu-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/nanaFosu-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:39:23	7761/7761	---M--	200	added ('OK')	image/gif	etag:%221e51-55734bc914da1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/loader-red.gif	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/loader-red.gif	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/style.css?ver=1.0.0)
16:39:24	18245/18245	URF---	200	added ('OK%20(cached)')	image/jpeg		http://52.56.219.127/wp-content/uploads/2017/09/rex-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/rex-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:39:24	18007/18007	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202019%2016:49:49%20GMT	http://sfd.linuxaccra.org/home/contact/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/home/contact/index.html	(from http://sfd.linuxaccra.org/)
16:39:26	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:51%20GMT	http://sfd.linuxaccra.org/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.22.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/mediaelement/mediaelement-and-player.min51cd.js	(from http://sfd.linuxaccra.org/)
16:39:26	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:51%20GMT	http://sfd.linuxaccra.org/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=4.8.10	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/mediaelement/wp-mediaelement.min5111.js	(from http://sfd.linuxaccra.org/)
16:39:28	828/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22020296a623067dd5dcfae9556eaff212%22	http://sfd.linuxaccra.org/feed/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/feed/index.html	(from http://sfd.linuxaccra.org/)
16:39:28	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:52%20GMT	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.gp20iU5FlU.js	(from http://sfd.linuxaccra.org/home/contact/)
16:39:31	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:54%20GMT	http://sfd.linuxaccra.org/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_live-composer-page-builder,_js,_frontend,_plugins.js,qver==1.3.4.pagespeed.jc.KPd84DFACQ.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_live-composer-page-builder,_js,_frontend,_plugins.js,qver==1.3.4.pagespeed.jc.KPd84DFACQ.js	(from http://sfd.linuxaccra.org/home/contact/)
16:39:32	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	etag:%22254dc-55734bc911ec1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.ttf?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.ttf	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
